trial,nrows,nbins,filter,sketch_size,time (ns)
3,1000000,100,filter3,1,3067199.00
4,1000000,100,filter3,1,3231600.00
0,1000000,100,filter3,2,12346000.00
1,1000000,100,filter3,2,12064000.00
2,1000000,100,filter3,2,11924399.00
3,1000000,100,filter3,2,12030400.00
4,1000000,100,filter3,2,12413200.00
0,1000000,100,filter3,4,14582000.00
1,1000000,100,filter3,4,13946500.00
2,1000000,100,filter3,4,14941499.00
3,1000000,100,filter3,4,14108100.00
4,1000000,100,filter3,4,14299399.00
0,1000000,100,filter3,8,15316700.00
1,1000000,100,filter3,8,15313799.00
2,1000000,100,filter3,8,15757900.00
3,1000000,100,filter3,8,15831600.00
4,1000000,100,filter3,8,16024299.00
0,1000000,1000,filter1,1,5090000.00
1,1000000,1000,filter1,1,5065900.00
2,1000000,1000,filter1,1,5355300.00
3,1000000,1000,filter1,1,5509800.00
4,1000000,1000,filter1,1,4966900.00
0,1000000,1000,filter1,2,6834300.00
1,1000000,1000,filter1,2,6778700.00
2,1000000,1000,filter1,2,6750100.00
3,1000000,1000,filter1,2,6962500.00
4,1000000,1000,filter1,2,6984100.00
0,1000000,1000,filter1,4,9117100.00
1,1000000,1000,filter1,4,9322900.00
2,1000000,1000,filter1,4,9029700.00
3,1000000,1000,filter1,4,9890600.00
4,1000000,1000,filter1,4,9593900.00
0,1000000,1000,filter1,8,10981100.00
1,1000000,1000,filter1,8,10977400.00
2,1000000,1000,filter1,8,11573700.00
3,1000000,1000,filter1,8,11324800.00
4,1000000,1000,filter1,8,11033900.00
0,1000000,1000,filter2,1,5440700.00
1,1000000,1000,filter2,1,4974200.00
2,1000000,1000,filter2,1,5363100.00
3,1000000,1000,filter2,1,8285100.00
4,1000000,1000,filter2,1,7790400.00
0,1000000,1000,filter2,2,7037300.00
1,1000000,1000,filter2,2,7349100.00
2,1000000,1000,filter2,2,6851800.00
3,1000000,1000,filter2,2,7109400.00
4,1000000,1000,filter2,2,7260200.00
0,1000000,1000,filter2,4,10362500.00
1,1000000,1000,filter2,4,10422900.00
2,1000000,1000,filter2,4,10373400.00
3,1000000,1000,filter2,4,10167000.00
4,1000000,1000,filter2,4,10502000.00
0,1000000,1000,filter2,8,10938300.00
1,1000000,1000,filter2,8,10895100.00
2,1000000,1000,filter2,8,10732700.00
3,1000000,1000,filter2,8,11225400.00
4,1000000,1000,filter2,8,10495600.00
0,1000000,1000,filter3,1,2036200.00
1,1000000,1000,filter3,1,1757000.00
2,1000000,1000,filter3,1,1770400.00
3,1000000,1000,filter3,1,1490500.00
4,1000000,1000,filter3,1,1384900.00
0,1000000,1000,filter3,2,10686400.00
1,1000000,1000,filter3,2,10709600.00
2,1000000,1000,filter3,2,10737600.00
3,1000000,1000,filter3,2,10143500.00
4,1000000,1000,filter3,2,10322600.00
0,1000000,1000,filter3,4,11969200.00
1,1000000,1000,filter3,4,12497600.00
2,1000000,1000,filter3,4,12240800.00
3,1000000,1000,filter3,4,12688800.00
4,1000000,1000,filter3,4,12126700.00
0,1000000,1000,filter3,8,6848300.00
1,1000000,1000,filter3,8,6590600.00
2,1000000,1000,filter3,8,6866000.00
3,1000000,1000,filter3,8,7485900.00
4,1000000,1000,filter3,8,7058200.00
0,1000000,10000,filter1,1,4765700.00
1,1000000,10000,filter1,1,5022200.00
2,1000000,10000,filter1,1,4985400.00
3,1000000,10000,filter1,1,5004500.00
4,1000000,10000,filter1,1,4865600.00
0,1000000,10000,filter1,2,8298599.00
1,1000000,10000,filter1,2,8487100.00
2,1000000,10000,filter1,2,8383300.00
3,1000000,10000,filter1,2,8274700.00
4,1000000,10000,filter1,2,8153100.00
0,1000000,10000,filter1,4,9314600.00
1,1000000,10000,filter1,4,9630500.00
2,1000000,10000,filter1,4,9425700.00
3,1000000,10000,filter1,4,9654700.00
4,1000000,10000,filter1,4,9147400.00
0,1000000,10000,filter1,8,9346500.00
1,1000000,10000,filter1,8,9545400.00
2,1000000,10000,filter1,8,9263600.00
3,1000000,10000,filter1,8,9514300.00
4,1000000,10000,filter1,8,9153700.00
0,1000000,10000,filter2,1,5341300.00
1,1000000,10000,filter2,1,4787500.00
2,1000000,10000,filter2,1,4786600.00
3,1000000,10000,filter2,1,5095200.00
4,1000000,10000,filter2,1,4817700.00
0,1000000,10000,filter2,2,6857900.00
1,1000000,10000,filter2,2,6602400.00
2,1000000,10000,filter2,2,6520300.00
3,1000000,10000,filter2,2,6744500.00
4,1000000,10000,filter2,2,6397700.00
0,1000000,10000,filter2,4,8488800.00
1,1000000,10000,filter2,4,8440100.00
2,1000000,10000,filter2,4,8833200.00
3,1000000,10000,filter2,4,8674900.00
4,1000000,10000,filter2,4,8539100.00
0,1000000,10000,filter2,8,9621500.00
1,1000000,10000,filter2,8,9889900.00
2,1000000,10000,filter2,8,11955900.00
3,1000000,10000,filter2,8,11238200.00
4,1000000,10000,filter2,8,9803200.00
0,1000000,10000,filter3,1,1934200.00
1,1000000,10000,filter3,1,1423000.00
2,1000000,10000,filter3,1,1354900.00
3,1000000,10000,filter3,1,1193800.00
4,1000000,10000,filter3,1,1148300.00
0,1000000,10000,filter3,2,11136800.00
1,1000000,10000,filter3,2,11301300.00
2,1000000,10000,filter3,2,11170000.00
3,1000000,10000,filter3,2,11351200.00
4,1000000,10000,filter3,2,10670200.00
0,1000000,10000,filter3,4,9056300.00
1,1000000,10000,filter3,4,9675500.00
2,1000000,10000,filter3,4,9556200.00
3,1000000,10000,filter3,4,9780800.00
4,1000000,10000,filter3,4,9664800.00
0,1000000,10000,filter3,8,20107700.00
1,1000000,10000,filter3,8,16457200.00
2,1000000,10000,filter3,8,8400100.00
3,1000000,10000,filter3,8,9121900.00
4,1000000,10000,filter3,8,11323200.00
0,1000000,100000,filter1,1,5069100.00
1,1000000,100000,filter1,1,5107600.00
2,1000000,100000,filter1,1,4978100.00
3,1000000,100000,filter1,1,4906500.00
4,1000000,100000,filter1,1,4749100.00
0,1000000,100000,filter1,2,8577000.00
1,1000000,100000,filter1,2,8300900.00
2,1000000,100000,filter1,2,8343400.00
3,1000000,100000,filter1,2,8389900.00
4,1000000,100000,filter1,2,8439600.00
0,1000000,100000,filter1,4,9069800.00
1,1000000,100000,filter1,4,8644000.00
2,1000000,100000,filter1,4,8430600.00
3,1000000,100000,filter1,4,8649900.00
4,1000000,100000,filter1,4,8484900.00
0,1000000,100000,filter1,8,10012200.00
1,1000000,100000,filter1,8,9952600.00
2,1000000,100000,filter1,8,9392200.00
3,1000000,100000,filter1,8,9646000.00
4,1000000,100000,filter1,8,9461200.00
0,1000000,100000,filter2,1,4925900.00
1,1000000,100000,filter2,1,5258400.00
2,1000000,100000,filter2,1,5077000.00
3,1000000,100000,filter2,1,4810000.00
4,1000000,100000,filter2,1,4930900.00
0,1000000,100000,filter2,2,8381400.00
1,1000000,100000,filter2,2,8296900.00
2,1000000,100000,filter2,2,10303200.00
3,1000000,100000,filter2,2,11462300.00
4,1000000,100000,filter2,2,8607300.00
0,1000000,100000,filter2,4,10389800.00
1,1000000,100000,filter2,4,9795500.00
2,1000000,100000,filter2,4,10493300.00
3,1000000,100000,filter2,4,11838300.00
4,1000000,100000,filter2,4,10849400.00
0,1000000,100000,filter2,8,10670800.00
1,1000000,100000,filter2,8,10449200.00
2,1000000,100000,filter2,8,10985000.00
3,1000000,100000,filter2,8,10247600.00
4,1000000,100000,filter2,8,10112600.00
0,1000000,100000,filter3,1,3647600.00
1,1000000,100000,filter3,1,2861900.00
2,1000000,100000,filter3,1,2399900.00
3,1000000,100000,filter3,1,2536300.00
4,1000000,100000,filter3,1,2595200.00
0,1000000,100000,filter3,2,10982900.00
1,1000000,100000,filter3,2,11049700.00
2,1000000,100000,filter3,2,11412800.00
3,1000000,100000,filter3,2,11127700.00
4,1000000,100000,filter3,2,11469000.00
0,1000000,100000,filter3,4,13271599.00
1,1000000,100000,filter3,4,12163000.00
2,1000000,100000,filter3,4,13158100.00
3,1000000,100000,filter3,4,12413000.00
4,1000000,100000,filter3,4,12194700.00
0,1000000,100000,filter3,8,12238500.00
1,1000000,100000,filter3,8,13449700.00
2,1000000,100000,filter3,8,11731300.00
3,1000000,100000,filter3,8,11776600.00
4,1000000,100000,filter3,8,11521400.00
0,10000000,10,filter1,1,118293501.00
1,10000000,10,filter1,1,110894101.00
2,10000000,10,filter1,1,108800400.00
3,10000000,10,filter1,1,110916401.00
4,10000000,10,filter1,1,108641301.00
0,10000000,10,filter1,2,164137801.00
1,10000000,10,filter1,2,163434901.00
2,10000000,10,filter1,2,165309701.00
3,10000000,10,filter1,2,187827501.00
4,10000000,10,filter1,2,165971401.00
0,10000000,10,filter1,4,214292901.00
1,10000000,10,filter1,4,202505601.00
2,10000000,10,filter1,4,240647202.00
3,10000000,10,filter1,4,196556201.00
4,10000000,10,filter1,4,195940901.00
0,10000000,10,filter1,8,424884402.00
1,10000000,10,filter1,8,315828102.00
2,10000000,10,filter1,8,315672702.00
3,10000000,10,filter1,8,332178903.00
4,10000000,10,filter1,8,304337302.00
0,10000000,10,filter2,1,107144800.00
1,10000000,10,filter2,1,127972001.00
2,10000000,10,filter2,1,106281701.00
3,10000000,10,filter2,1,107130201.00
4,10000000,10,filter2,1,105649500.00
0,10000000,10,filter2,2,135286000.00
1,10000000,10,filter2,2,139327501.00
2,10000000,10,filter2,2,139260301.00
3,10000000,10,filter2,2,136997001.00
4,10000000,10,filter2,2,136919301.00
0,10000000,10,filter2,4,215890202.00
1,10000000,10,filter2,4,216200601.00
2,10000000,10,filter2,4,214296601.00
3,10000000,10,filter2,4,278020402.00
4,10000000,10,filter2,4,230262902.00
0,10000000,10,filter2,8,456366203.00
1,10000000,10,filter2,8,335904302.00
2,10000000,10,filter2,8,325524102.00
3,10000000,10,filter2,8,338989301.00
4,10000000,10,filter2,8,331230302.00
0,10000000,10,filter3,1,118240901.00
1,10000000,10,filter3,1,108555401.00
2,10000000,10,filter3,1,111001100.00
3,10000000,10,filter3,1,107786601.00
4,10000000,10,filter3,1,106401400.00
0,10000000,10,filter3,2,179101400.00
1,10000000,10,filter3,2,177078801.00
2,10000000,10,filter3,2,185893901.00
3,10000000,10,filter3,2,189357701.00
4,10000000,10,filter3,2,182988001.00
0,10000000,10,filter3,4,225304401.00
1,10000000,10,filter3,4,177421501.00
2,10000000,10,filter3,4,174934601.00
3,10000000,10,filter3,4,174307901.00
4,10000000,10,filter3,4,173039900.00
0,10000000,10,filter3,8,487962602.00
1,10000000,10,filter3,8,329720002.00
2,10000000,10,filter3,8,328033802.00
3,10000000,10,filter3,8,341092702.00
4,10000000,10,filter3,8,367364902.00
0,10000000,100,filter1,1,36299200.00
1,10000000,100,filter1,1,39124400.00
2,10000000,100,filter1,1,43480100.00
3,10000000,100,filter1,1,41855500.00
4,10000000,100,filter1,1,48253501.00
0,10000000,100,filter1,2,121953201.00
1,10000000,100,filter1,2,124381400.00
2,10000000,100,filter1,2,118491301.00
3,10000000,100,filter1,2,123435300.00
4,10000000,100,filter1,2,121410301.00
0,10000000,100,filter1,4,95929001.00
1,10000000,100,filter1,4,101084000.00
2,10000000,100,filter1,4,86728501.00
3,10000000,100,filter1,4,87442400.00
4,10000000,100,filter1,4,91219401.00
0,10000000,100,filter1,8,163103501.00
1,10000000,100,filter1,8,166128101.00
2,10000000,100,filter1,8,162656801.00
3,10000000,100,filter1,8,160337902.00
4,10000000,100,filter1,8,158552802.00
0,10000000,100,filter2,1,31754000.00
1,10000000,100,filter2,1,30600201.00
2,10000000,100,filter2,1,30520800.00
3,10000000,100,filter2,1,31021200.00
4,10000000,100,filter2,1,33036901.00
0,10000000,100,filter2,2,103869001.00
1,10000000,100,filter2,2,104316701.00
2,10000000,100,filter2,2,103544301.00
3,10000000,100,filter2,2,103607402.00
4,10000000,100,filter2,2,103991501.00
0,10000000,100,filter2,4,113459501.00
1,10000000,100,filter2,4,125392502.00
2,10000000,100,filter2,4,123868901.00
3,10000000,100,filter2,4,140675002.00
4,10000000,100,filter2,4,121556401.00
0,10000000,100,filter2,8,167846302.00
1,10000000,100,filter2,8,165436202.00
2,10000000,100,filter2,8,160374702.00
3,10000000,100,filter2,8,157477902.00
4,10000000,100,filter2,8,158560001.00
0,10000000,100,filter3,1,36921600.00
1,10000000,100,filter3,1,41218200.00
2,10000000,100,filter3,1,37515801.00
3,10000000,100,filter3,1,36033200.00
4,10000000,100,filter3,1,32911101.00
0,10000000,100,filter3,2,60434601.00
1,10000000,100,filter3,2,58658700.00
2,10000000,100,filter3,2,60097001.00
3,10000000,100,filter3,2,57417101.00
4,10000000,100,filter3,2,54642200.00
0,10000000,100,filter3,4,136435501.00
1,10000000,100,filter3,4,162928602.00
2,10000000,100,filter3,4,149053001.00
3,10000000,100,filter3,4,140579102.00
4,10000000,100,filter3,4,135962202.00
0,10000000,100,filter3,8,141348101.00
1,10000000,100,filter3,8,145724602.00
2,10000000,100,filter3,8,140486102.00
3,10000000,100,filter3,8,140541201.00
4,10000000,100,filter3,8,139323302.00
0,10000000,1000,filter1,1,19192200.00
1,10000000,1000,filter1,1,18206401.00
2,10000000,1000,filter1,1,20032100.00
3,10000000,1000,filter1,1,19352600.00
4,10000000,1000,filter1,1,19802900.00
0,10000000,1000,filter1,2,87909401.00
1,10000000,1000,filter1,2,87253300.00
2,10000000,1000,filter1,2,86836801.00
3,10000000,1000,filter1,2,90733301.00
4,10000000,1000,filter1,2,90196801.00
0,10000000,1000,filter1,4,113238101.00
1,10000000,1000,filter1,4,112257201.00
2,10000000,1000,filter1,4,109860101.00
3,10000000,1000,filter1,4,108747702.00
4,10000000,1000,filter1,4,110352701.00
0,10000000,1000,filter1,8,111336601.00
1,10000000,1000,filter1,8,112346502.00
2,10000000,1000,filter1,8,111141001.00
3,10000000,1000,filter1,8,111173901.00
4,10000000,1000,filter1,8,115242701.00
0,10000000,1000,filter2,1,17825800.00
1,10000000,1000,filter2,1,17967800.00
2,10000000,1000,filter2,1,17594200.00
3,10000000,1000,filter2,1,17437001.00
4,10000000,1000,filter2,1,17390700.00
0,10000000,1000,filter2,2,108405701.00
1,10000000,1000,filter2,2,94248101.00
2,10000000,1000,filter2,2,86543801.00
3,10000000,1000,filter2,2,84346001.00
4,10000000,1000,filter2,2,88003303.00
0,10000000,1000,filter2,4,107072605.00
1,10000000,1000,filter2,4,106644804.00
2,10000000,1000,filter2,4,106274405.00
3,10000000,1000,filter2,4,108313004.00
4,10000000,1000,filter2,4,111728505.00
0,10000000,1000,filter2,8,114968105.00
1,10000000,1000,filter2,8,118690405.00
2,10000000,1000,filter2,8,113603504.00
3,10000000,1000,filter2,8,111729705.00
4,10000000,1000,filter2,8,113148205.00
0,10000000,1000,filter3,1,18600201.00
1,10000000,1000,filter3,1,19658600.00
2,10000000,1000,filter3,1,20697501.00
3,10000000,1000,filter3,1,19803001.00
4,10000000,1000,filter3,1,17463201.00
0,10000000,1000,filter3,2,33918701.00
1,10000000,1000,filter3,2,34610102.00
2,10000000,1000,filter3,2,32706201.00
3,10000000,1000,filter3,2,33059402.00
4,10000000,1000,filter3,2,37492301.00
0,10000000,1000,filter3,4,114565305.00
1,10000000,1000,filter3,4,124416205.00
2,10000000,1000,filter3,4,118429305.00
3,10000000,1000,filter3,4,117445205.00
4,10000000,1000,filter3,4,116115205.00
0,10000000,1000,filter3,8,84353504.00
1,10000000,1000,filter3,8,83415703.00
2,10000000,1000,filter3,8,84814504.00
3,10000000,1000,filter3,8,95001903.00
4,10000000,1000,filter3,8,82536704.00
0,10000000,10000,filter1,1,15569101.00
1,10000000,10000,filter1,1,15636800.00
2,10000000,10000,filter1,1,16139501.00
3,10000000,10000,filter1,1,15147301.00
4,10000000,10000,filter1,1,16140300.00
0,10000000,10000,filter1,2,18301201.00
1,10000000,10000,filter1,2,18023301.00
2,10000000,10000,filter1,2,18286901.00
3,10000000,10000,filter1,2,18360700.00
4,10000000,10000,filter1,2,17758601.00
0,10000000,10000,filter1,4,86726504.00
1,10000000,10000,filter1,4,85369104.00
2,10000000,10000,filter1,4,86146003.00
3,10000000,10000,filter1,4,85482704.00
4,10000000,10000,filter1,4,105926404.00
0,10000000,10000,filter1,8,54552503.00
1,10000000,10000,filter1,8,54666302.00
2,10000000,10000,filter1,8,54917102.00
3,10000000,10000,filter1,8,53879902.00
4,10000000,10000,filter1,8,54917903.00
0,10000000,10000,filter2,1,14712200.00
1,10000000,10000,filter2,1,14951501.00
2,10000000,10000,filter2,1,15594301.00
3,10000000,10000,filter2,1,16113900.00
4,10000000,10000,filter2,1,15419001.00
0,10000000,10000,filter2,2,88223904.00
1,10000000,10000,filter2,2,90314704.00
2,10000000,10000,filter2,2,89804903.00
3,10000000,10000,filter2,2,95284404.00
4,10000000,10000,filter2,2,97453004.00
0,10000000,10000,filter2,4,110717404.00
1,10000000,10000,filter2,4,104448304.00
2,10000000,10000,filter2,4,106204305.00
3,10000000,10000,filter2,4,110003304.00
4,10000000,10000,filter2,4,106354305.00
0,10000000,10000,filter2,8,69631503.00
1,10000000,10000,filter2,8,68941603.00
2,10000000,10000,filter2,8,69240203.00
3,10000000,10000,filter2,8,69341503.00
4,10000000,10000,filter2,8,69635102.00
0,10000000,10000,filter3,1,15240100.00
1,10000000,10000,filter3,1,16457701.00
2,10000000,10000,filter3,1,16904801.00
3,10000000,10000,filter3,1,16441800.00
4,10000000,10000,filter3,1,16510901.00
0,10000000,10000,filter3,2,94670204.00
1,10000000,10000,filter3,2,94386804.00
2,10000000,10000,filter3,2,100551604.00
3,10000000,10000,filter3,2,97857404.00
4,10000000,10000,filter3,2,97264104.00
0,10000000,10000,filter3,4,51322502.00
1,10000000,10000,filter3,4,53804502.00
2,10000000,10000,filter3,4,51594702.00
3,10000000,10000,filter3,4,53968002.00
4,10000000,10000,filter3,4,53798303.00
0,10000000,10000,filter3,8,91339404.00
1,10000000,10000,filter3,8,90462303.00
2,10000000,10000,filter3,8,106574805.00
3,10000000,10000,filter3,8,89059905.00
4,10000000,10000,filter3,8,91108406.00
0,10000000,100000,filter1,1,21650001.00
1,10000000,100000,filter1,1,21787402.00
2,10000000,100000,filter1,1,24199101.00
3,10000000,100000,filter1,1,22436702.00
4,10000000,100000,filter1,1,26390302.00
0,10000000,100000,filter1,2,52009704.00
1,10000000,100000,filter1,2,52759104.00
2,10000000,100000,filter1,2,69887604.00
3,10000000,100000,filter1,2,57523704.00
4,10000000,100000,filter1,2,54490304.00
0,10000000,100000,filter1,4,90422206.00
1,10000000,100000,filter1,4,95564507.00
2,10000000,100000,filter1,4,99382907.00
3,10000000,100000,filter1,4,103269507.00
4,10000000,100000,filter1,4,90554606.00
0,10000000,100000,filter1,8,111940808.00
1,10000000,100000,filter1,8,86758206.00
2,10000000,100000,filter1,8,88824106.00
3,10000000,100000,filter1,8,89694606.00
4,10000000,100000,filter1,8,93818106.00
0,10000000,100000,filter2,1,21002302.00
1,10000000,100000,filter2,1,19546101.00
2,10000000,100000,filter2,1,19351001.00
3,10000000,100000,filter2,1,20713902.00
4,10000000,100000,filter2,1,19913701.00
0,10000000,100000,filter2,2,115678708.00
1,10000000,100000,filter2,2,112598508.00
2,10000000,100000,filter2,2,114394708.00
3,10000000,100000,filter2,2,116582008.00
4,10000000,100000,filter2,2,112552207.00
0,10000000,100000,filter2,4,101742607.00
1,10000000,100000,filter2,4,100478807.00
2,10000000,100000,filter2,4,102279207.00
3,10000000,100000,filter2,4,102763407.00
4,10000000,100000,filter2,4,104271308.00
0,10000000,100000,filter2,8,102000807.00
1,10000000,100000,filter2,8,84694606.00
2,10000000,100000,filter2,8,90649306.00
3,10000000,100000,filter2,8,104242008.00
4,10000000,100000,filter2,8,96609607.00
0,10000000,100000,filter3,1,22714301.00
1,10000000,100000,filter3,1,19977602.00
2,10000000,100000,filter3,1,19656301.00
3,10000000,100000,filter3,1,19523802.00
4,10000000,100000,filter3,1,20250601.00
0,10000000,100000,filter3,2,93195207.00
1,10000000,100000,filter3,2,94477006.00
2,10000000,100000,filter3,2,90886807.00
3,10000000,100000,filter3,2,103418407.00
4,10000000,100000,filter3,2,88784506.00
0,10000000,100000,filter3,4,77188706.00
1,10000000,100000,filter3,4,71172605.00
2,10000000,100000,filter3,4,71785605.00
3,10000000,100000,filter3,4,73453405.00
4,10000000,100000,filter3,4,78233706.00
0,10000000,100000,filter3,8,114515608.00
1,10000000,100000,filter3,8,119251408.00
2,10000000,100000,filter3,8,117454509.00
3,10000000,100000,filter3,8,115324408.00
4,10000000,100000,filter3,8,112131908.00
0,10000000,1000000,filter1,1,23983800.00
1,10000000,1000000,filter1,1,20319901.00
2,10000000,1000000,filter1,1,21005500.00
3,10000000,1000000,filter1,1,23940700.00
4,10000000,1000000,filter1,1,22241601.00
0,10000000,1000000,filter1,2,78177901.00
1,10000000,1000000,filter1,2,77582301.00
2,10000000,1000000,filter1,2,75629902.00
3,10000000,1000000,filter1,2,79094701.00
4,10000000,1000000,filter1,2,74626901.00
0,10000000,1000000,filter1,4,96000602.00
1,10000000,1000000,filter1,4,84319501.00
2,10000000,1000000,filter1,4,83653101.00
3,10000000,1000000,filter1,4,82874702.00
4,10000000,1000000,filter1,4,86914201.00
0,10000000,1000000,filter1,8,147947203.00
1,10000000,1000000,filter1,8,130958802.00
2,10000000,1000000,filter1,8,129557402.00
3,10000000,1000000,filter1,8,125210902.00
4,10000000,1000000,filter1,8,131713003.00
0,10000000,1000000,filter2,1,20344801.00
1,10000000,1000000,filter2,1,23233300.00
2,10000000,1000000,filter2,1,21947300.00
3,10000000,1000000,filter2,1,21844801.00
4,10000000,1000000,filter2,1,22180500.00
0,10000000,1000000,filter2,2,121520402.00
1,10000000,1000000,filter2,2,117122602.00
2,10000000,1000000,filter2,2,133358102.00
3,10000000,1000000,filter2,2,115004403.00
4,10000000,1000000,filter2,2,117390202.00
0,10000000,1000000,filter2,4,110318102.00
1,10000000,1000000,filter2,4,129507202.00
2,10000000,1000000,filter2,4,111569802.00
3,10000000,1000000,filter2,4,111312702.00
4,10000000,1000000,filter2,4,114561703.00
0,10000000,1000000,filter2,8,80124901.00
1,10000000,1000000,filter2,8,76221402.00
2,10000000,1000000,filter2,8,98601102.00
3,10000000,1000000,filter2,8,91322201.00
4,10000000,1000000,filter2,8,87334402.00
0,10000000,1000000,filter3,1,25136200.00
1,10000000,1000000,filter3,1,24797400.00
2,10000000,1000000,filter3,1,24575401.00
3,10000000,1000000,filter3,1,28465200.00
4,10000000,1000000,filter3,1,27133901.00
0,10000000,1000000,filter3,2,123623202.00
1,10000000,1000000,filter3,2,114135103.00
2,10000000,1000000,filter3,2,112212002.00
3,10000000,1000000,filter3,2,113935402.00
4,10000000,1000000,filter3,2,112161402.00
0,10000000,1000000,filter3,4,67780001.00
1,10000000,1000000,filter3,4,66958001.00
2,10000000,1000000,filter3,4,69767502.00
3,10000000,1000000,filter3,4,68455001.00
4,10000000,1000000,filter3,4,65992601.00
0,10000000,1000000,filter3,8,71631001.00
1,10000000,1000000,filter3,8,71989601.00
2,10000000,1000000,filter3,8,70270701.00
3,10000000,1000000,filter3,8,71443602.00
4,10000000,1000000,filter3,8,70810401.00
